visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
143,6,2024-01-29,SW-15,Routine Follow-Up,Barangay Office,Garcia (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Unfavorable
144,6,2024-02-21,SW-13,Reintegration Assessment,Community Center,Cruz (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
145,6,2024-02-27,SW-18,Initial Assessment,Church,Cruz (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,True,Follow-up scheduled,Unfavorable
146,6,2024-03-28,SW-04,Initial Assessment,School,Garcia (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,True,False,Follow-up scheduled,Favorable
147,6,2024-04-08,SW-17,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
148,6,2024-05-01,SW-15,Routine Follow-Up,Proposed Foster Home,Santos (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Needs Improvement
149,6,2024-05-05,SW-15,Routine Follow-Up,Church,Santos (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement
150,6,2024-05-19,SW-13,Reintegration Assessment,School,Garcia (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,,Needs Improvement
151,6,2024-06-24,SW-05,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
152,6,2024-07-22,SW-13,Reintegration Assessment,Church,Rivera (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
153,6,2024-07-31,SW-09,Routine Follow-Up,Church,Santos (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable
154,6,2024-08-31,SW-02,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
155,6,2024-10-04,SW-16,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive
156,6,2024-10-06,SW-18,Emergency,Church,None,Visitation for emergency,Visit observations recorded during emergency.,Uncooperative,False,True,,Needs Improvement
157,6,2024-10-16,SW-18,Routine Follow-Up,School,Rivera (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive
158,6,2025-01-20,SW-03,Routine Follow-Up,School,Cruz (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
159,6,2025-01-22,SW-13,Reintegration Assessment,Family Home,Diaz (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
160,6,2025-02-23,SW-06,Reintegration Assessment,Family Home,Garcia (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable
161,6,2025-03-04,SW-20,Emergency,Proposed Foster Home,Santos (Parent); Mendoza (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,True,Follow-up scheduled,Unfavorable
162,6,2025-05-13,SW-07,Reintegration Assessment,Barangay Office,Diaz (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
163,6,2025-06-24,SW-01,Reintegration Assessment,Barangay Office,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Inconclusive
164,6,2025-08-03,SW-11,Post-Placement Monitoring,Barangay Office,Santos (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive
165,6,2025-10-07,SW-03,Reintegration Assessment,Church,Mendoza (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Unfavorable
166,6,2025-10-27,SW-16,Reintegration Assessment,Family Home,Reyes (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
167,6,2025-12-02,SW-14,Routine Follow-Up,Proposed Foster Home,Cruz (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
168,6,2026-01-30,SW-04,Routine Follow-Up,School,Garcia (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
169,6,2026-02-21,SW-01,Routine Follow-Up,Barangay Office,Rivera (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Unfavorable
170,6,2026-02-25,SW-19,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Inconclusive
171,7,2024-07-18,SW-17,Reintegration Assessment,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,Follow-up scheduled,Inconclusive
172,7,2024-08-21,SW-04,Routine Follow-Up,Family Home,Mendoza (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
173,7,2024-09-29,SW-08,Routine Follow-Up,Church,Lopez (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement
174,7,2024-10-01,SW-17,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
175,7,2024-11-20,SW-20,Routine Follow-Up,Family Home,Reyes (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Unfavorable
176,7,2024-11-25,SW-20,Routine Follow-Up,Proposed Foster Home,Torres (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
177,7,2024-12-02,SW-02,Reintegration Assessment,Barangay Office,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
178,7,2024-12-19,SW-01,Reintegration Assessment,Church,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,False,,Inconclusive
179,7,2025-01-04,SW-20,Routine Follow-Up,Family Home,Garcia (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement
180,7,2025-02-02,SW-05,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,,Inconclusive
181,7,2025-03-16,SW-06,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Needs Improvement
182,7,2025-04-11,SW-03,Reintegration Assessment,Community Center,Torres (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,Follow-up scheduled,Inconclusive
183,7,2025-04-28,SW-11,Routine Follow-Up,Proposed Foster Home,Torres (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable
184,7,2025-05-08,SW-09,Reintegration Assessment,Family Home,Rivera (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Favorable
185,7,2025-05-15,SW-04,Routine Follow-Up,School,Cruz (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
186,7,2025-05-19,SW-09,Initial Assessment,Barangay Office,Garcia (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
187,7,2025-05-25,SW-09,Reintegration Assessment,Church,Santos (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Unfavorable
188,7,2025-06-13,SW-18,Emergency,Community Center,Santos (Parent); Reyes (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Neutral,False,False,,Inconclusive
189,7,2025-07-06,SW-08,Reintegration Assessment,Community Center,Flores (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,Follow-up scheduled,Favorable
190,7,2025-07-25,SW-16,Reintegration Assessment,Barangay Office,Santos (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
191,7,2025-08-13,SW-19,Routine Follow-Up,Family Home,Flores (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
192,7,2025-08-21,SW-20,Routine Follow-Up,Church,Cruz (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
193,7,2025-08-27,SW-10,Routine Follow-Up,Family Home,Cruz (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Unfavorable
194,7,2025-09-20,SW-04,Reintegration Assessment,Church,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
195,7,2025-10-28,SW-02,Post-Placement Monitoring,Church,Diaz (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,,Favorable
196,7,2025-11-06,SW-18,Reintegration Assessment,Barangay Office,Rivera (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable
197,7,2025-11-27,SW-18,Reintegration Assessment,Family Home,Reyes (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,,Needs Improvement
198,7,2026-01-16,SW-15,Reintegration Assessment,Family Home,Garcia (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
199,7,2026-02-25,SW-17,Routine Follow-Up,Barangay Office,Diaz (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
200,7,2026-02-28,SW-08,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
201,8,2024-02-29,SW-02,Reintegration Assessment,School,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
